Record,Location,X,Y,Longitude,Latitude,Year,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type
11178,OTTAWA RIVER PKWY WB btwn TRANSIT & TURN LANE,363012.83020,5029246.81738,-75.75642,45.40074,2017,2017-05-27,10:15:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
11179,OTTAWA RIVER PKWY WB btwn TRANSIT & TURN LANE,362595.99594,5028218.83021,-75.76187,45.39152,2017,2017-08-14,6:01:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11180,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE,363651.83286,5029901.02870,-75.74818,45.40657,2017,2017-04-15,12:49:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
11181,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE,363945.00167,5029988.54177,-75.74443,45.40733,2017,2017-04-26,3:50:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11182,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE,364617.79825,5030470.87278,-75.73577,45.41162,2017,2017-04-27,5:00:00 PM,01 - Clear,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
11183,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE,363483.78079,5029802.58512,-75.75034,45.40570,2017,2017-06-01,3:45:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11184,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE,363370.84863,5029622.67276,-75.75180,45.40409,2017,2017-06-20,3:45:00 PM,99 - Other,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
11185,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE,363357.59172,5029600.79341,-75.75198,45.40390,2017,2017-01-31,2:00:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11186,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE,364609.83863,5030469.22958,-75.73588,45.41160,2017,2017-01-25,6:03:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
11187,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE,363378.75814,5029648.14039,-75.75170,45.40432,2017,2017-03-09,3:39:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11188,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE,363390.29765,5029665.81185,-75.75155,45.40448,2017,2017-07-10,1:08:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11189,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE,363367.78718,5029615.94134,-75.75184,45.40403,2017,2017-12-20,10:38:00 AM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
11190,OTTAWA RIVER PKWY WB btwn WOODROFFE AVE & TRANSIT,362149.45303,5027624.44418,-75.76764,45.38621,2017,2017-04-15,11:17:00 PM,"07 - Fog, mist, smoke, dust",02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end
11191,OTTAWA RIVER PKWY WB RAMP/CARLING AVE WB btwn CARLING AVE & OTTAWA RIV,360872.46504,5025195.99904,-75.78422,45.36446,2017,2017-10-03,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,04 - Sideswipe
11192,OTTAWA ROAD 29 btwn GALETTA SIDE RD & GALETTA SIDE RD,319038.37268,5027233.15943,-76.31818,45.38489,2017,2017-12-13,8:58:00 AM,03 - Snow,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
11193,OTTAWA ROAD 29 btwn GALETTA SIDE RD & GALETTA SIDE RD,319537.95382,5027734.14384,-76.31178,45.38939,2017,2017-03-16,10:18:00 PM,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
11194,OTTAWA ROAD 29 btwn GALETTA SIDE RD & WALTER BRADLEY RD,320187.54986,5025518.15652,-76.30356,45.36944,2017,2017-11-25,5:05:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
11195,OTTAWA ROAD 29 btwn GALETTA SIDE RD & WALTER BRADLEY RD,320676.81840,5025002.47350,-76.29733,45.36479,2017,2017-03-14,5:05:00 PM,05 - Drifting Snow,05 - Packed snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
11196,OTTAWA ROAD 29 btwn UPPER DWYER HILL RD & HWY417 IC180 RAMP51,317957.69464,5030647.40506,-76.33189,45.41564,2017,2017-11-08,11:30:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
11197,OTTAWA ST btwn KING ST & EAGLESON RD,358064.28616,5005611.93193,-75.82217,45.18846,2017,2017-06-13,4:37:00 PM,01 - Clear,01 - Dry,10 - No control,05 - At railway crossing,01 - Daylight,03 - P.D. only,07 - SMV other
11198,OTTENBRITE CRES btwn KEYROCK DR & KEYROCK DR,349251.52610,5020380.73240,-75.93299,45.32197,2017,2017-01-30,11:00:00 PM,01 - Clear,03 - Loose snow,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
11199,OTTERSON DR btwn BLANCHARD CRES & BLANCHARD CRES,368663.67999,5024739.83673,-75.68483,45.35969,2017,2017-03-10,4:55:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
11200,OWL DR @ PIGEON TER,370223.22536,5024078.87973,-75.66501,45.35360,2017,2017-02-13,8:45:00 AM,01 - Clear,04 - Slush,03 - Yield sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
11201,OWL VALLEY DR @ SHORELINE DR,368381.01871,5015617.04360,-75.68961,45.27763,2017,2017-01-16,8:44:00 AM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
11202,PAGE RD btwn BUTTONFIELD PL & SILVERBIRCH ST,381053.04721,5034153.96658,-75.52526,45.44316,2017,2017-07-07,8:20:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11203,PAGE RD btwn INNES RD & BUTTONFIELD PL,380946.37358,5034404.13962,-75.52658,45.44542,2017,2017-12-17,6:42:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end
11204,PAGE RD btwn MEADOWGLEN DR & INNES RD,380881.39448,5034559.95249,-75.52739,45.44683,2017,2017-03-18,6:52:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,02 - Angle
11205,PALISADE ST btwn CONDIE ST & CENTREPOINTE DR,362143.32064,5022271.11007,-75.76834,45.33804,2017,2017-02-03,12:36:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
11206,PALLADIUM DR @ SILVER SEVEN RD,351052.03263,5017886.88756,-75.91026,45.29941,2017,2017-08-08,10:01:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
11207,PALLADIUM DR @ SILVER SEVEN RD,351051.94215,5017886.10901,-75.91026,45.29941,2017,2017-07-07,4:12:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
11208,PALLADIUM DR @ SILVER SEVEN RD,351052.67059,5017888.16348,-75.91025,45.29942,2017,2017-07-25,5:36:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11209,PALLADIUM DR @ SILVER SEVEN RD,351050.96667,5017888.08783,-75.91027,45.29942,2017,2017-07-13,4:51:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
11210,PALLADIUM DR @ SILVER SEVEN RD,351052.08107,5017887.68349,-75.91025,45.29942,2017,2017-10-22,12:46:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
11211,PALLADIUM DR @ SILVER SEVEN RD,351052.61104,5017887.44680,-75.91025,45.29942,2017,2017-11-26,6:37:00 PM,03 - Snow,05 - Packed snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other
11212,PALLADIUM DR @ SILVER SEVEN RD,351053.27994,5017887.44680,-75.91024,45.29942,2017,2017-04-19,4:15:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle
11213,PALLADIUM DR @ SILVER SEVEN RD,351052.11720,5017886.42780,-75.91025,45.29941,2017,2017-03-24,8:27:00 AM,05 - Drifting Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
11214,PALLADIUM DR btwn CYCLONE TAYLOR BLVD & SILVER SEVEN RD,350280.97952,5017592.69554,-75.92011,45.29682,2017,2017-01-12,10:37:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,04 - Sideswipe
11215,PALLADIUM DR btwn CYCLONE TAYLOR BLVD & SILVER SEVEN RD,350246.45067,5017580.81786,-75.92055,45.29671,2017,2017-03-04,12:39:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end
11216,PALLADIUM DR btwn HUNTMAR DR & HWY417 IC142 RAMP25,349643.89062,5017331.59025,-75.92826,45.29451,2017,2017-10-24,11:12:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
11217,PALLADIUM DR btwn HUNTMAR DR & HWY417 IC142 RAMP25,349589.30682,5017255.26226,-75.92896,45.29382,2017,2017-10-02,11:41:00 AM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,02 - Angle
11218,PALLADIUM DR btwn HUNTMAR DR & HWY417 IC142 RAMP25,349545.95993,5017131.27252,-75.92953,45.29271,2017,2017-04-08,12:45:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11219,PALLADIUM DR btwn HUNTMAR DR & HWY417 IC142 RAMP25,349562.32479,5017178.22706,-75.92931,45.29313,2017,2017-04-22,12:56:00 AM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,05 - Turning movement
11220,PALLADIUM DR btwn HWY417 IC142 RAMP52 & HWY417 IC142 RAMP53,349071.51316,5017036.31576,-75.93558,45.29189,2017,2017-11-24,4:16:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
11221,PALLADIUM DR btwn SILVER SEVEN RD & TERRY FOX DR,351090.70544,5017917.22124,-75.90976,45.29968,2017,2017-07-18,2:04:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end
11222,PALLADIUM DR btwn SILVER SEVEN RD & TERRY FOX DR,351238.79804,5018146.86169,-75.90785,45.30174,2017,2017-11-24,3:57:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
11223,PALLADIUM DR btwn SILVER SEVEN RD & TERRY FOX DR,351142.19063,5017956.01263,-75.90910,45.30003,2017,2017-02-14,10:32:00 AM,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,02 - Angle
11224,PALLADIUM DR btwn SILVER SEVEN RD & TERRY FOX DR,351261.35680,5018173.07955,-75.90756,45.30197,2017,2017-02-19,7:40:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
11225,PALLADIUM DR/HWY 417 PALLADIU IC142R52 @ HWY 4,349053.27655,5017058.25130,-75.93581,45.29209,2017,2017-03-18,5:31:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end
11226,PALMERSTON DR btwn PEREZ CRES & HALMONT DR,373443.81899,5032364.80103,-75.62276,45.42785,2017,2017-02-20,12:30:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching
11227,PALSEN ST @ PERRY ST,364522.03275,5023304.50970,-75.73786,45.34714,2017,2017-07-08,1:08:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11228,PAMILLA ST @ PRESTON ST,366749.70654,5029120.56120,-75.70871,45.39928,2017,2017-11-22,10:17:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11229,PAMILLA ST @ PRESTON ST,366749.15415,5029119.65928,-75.70872,45.39927,2017,2017-11-20,2:15:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other
11230,PAMILLA ST @ PRESTON ST,366749.70654,5029121.23010,-75.70871,45.39929,2017,2017-02-25,3:11:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11231,PAMILLA ST btwn PRESTON ST & ROCHESTER ST,366806.83317,5029148.50830,-75.70798,45.39953,2017,2017-10-15,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
11232,PANA RD btwn 9TH LINE RD & YORKS CORNERS RD,386481.91320,5014185.23855,-75.45917,45.26288,2017,2017-11-17,9:48:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
11233,PANET ST @ SHILLINGTON AVE,364935.36345,5026863.54330,-75.73216,45.37913,2017,2017-06-01,9:15:00 AM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11234,PANMURE RD @ UPPER DWYER HILL RD,329349.88174,5019816.85424,-76.18687,45.31787,2017,2017-08-01,6:20:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle
11235,PANMURE RD @ UPPER DWYER HILL RD,329349.08805,5019816.87420,-76.18688,45.31787,2017,2017-03-09,12:25:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
11236,PANMURE RD btwn HWY417 IC163 RAMP15 & HWY417 IC163 RAMP16,331314.75544,5021479.71362,-76.16172,45.33277,2017,2017-07-21,12:15:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11237,PANMURE RD btwn MISSISSIPPI MILLS TWP & UPPER DWYER HILL RD,328977.89080,5019483.15480,-76.19163,45.31488,2017,2017-03-02,10:26:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,01 - Fatal injury,07 - SMV other
11238,PARENT AVE @ BOLTON ST,367596.69074,5032918.84483,-75.69741,45.43338,2017,2017-05-31,8:10:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11239,PARENT AVE @ ST. ANDREW ST,367732.69470,5032696.29646,-75.69570,45.43137,2017,2017-12-26,2:27:00 PM,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11240,PARENT AVE @ ST. PATRICK ST,367822.23778,5032555.25431,-75.69457,45.43009,2017,2017-05-02,7:14:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
11241,PARENT AVE @ ST. PATRICK ST,367822.74801,5032557.38443,-75.69456,45.43011,2017,2017-04-07,8:50:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe
11242,PARENT AVE @ ST. PATRICK ST,367822.70564,5032557.26190,-75.69457,45.43011,2017,2017-04-23,2:41:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
11243,PARENT AVE @ ST. PATRICK ST,367822.70564,5032556.59300,-75.69457,45.43010,2017,2017-03-24,9:30:00 PM,03 - Snow,04 - Slush,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
11244,PARENT AVE @ ST. PATRICK ST,367821.91637,5032556.47559,-75.69458,45.43010,2017,2017-12-21,1:49:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
11245,PARENT AVE btwn GUIGUES AVE & ST. PATRICK ST,367789.99165,5032606.67461,-75.69498,45.43056,2017,2017-05-16,6:30:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,99 - Other
11246,PARK AVE btwn ELGIN ST & CARTIER ST,368512.48552,5030738.32597,-75.68599,45.41368,2017,2017-01-13,3:49:00 PM,01 - Clear,05 - Packed snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
11247,PARK ST btwn CARILLON ST & MONTREAL RD,370505.47863,5033327.70715,-75.66018,45.43679,2017,2017-04-07,12:00:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
11248,PARK ST btwn CARILLON ST & MONTREAL RD,370498.05377,5033343.29936,-75.66027,45.43694,2017,2017-04-03,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
11249,PARKDALE AVE @ GLADSTONE AVE,365215.02946,5029117.89220,-75.72831,45.39939,2017,2017-05-05,4:53:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle
11250,PARKDALE AVE @ GLADSTONE AVE,365217.03615,5029117.89220,-75.72828,45.39939,2017,2017-06-16,11:41:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11251,PARKDALE AVE @ GLADSTONE AVE,365216.70170,5029117.92007,-75.72829,45.39939,2017,2017-08-09,6:18:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11252,PARKDALE AVE @ GLADSTONE AVE,365217.17960,5029117.36636,-75.72828,45.39939,2017,2017-12-18,10:17:00 AM,03 - Snow,04 - Slush,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
11253,PARKDALE AVE @ HWY 417 PARKDAL IC122R15/HWY 41,365336.22030,5028844.83785,-75.72680,45.39693,2017,2017-08-12,5:00:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
11254,PARKDALE AVE @ HWY 417 PARKDAL IC122R15/HWY 41,365337.33616,5028845.87368,-75.72678,45.39693,2017,2017-07-27,10:05:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11255,PARKDALE AVE @ HWY 417 PARKDAL IC122R15/HWY 41,365336.22483,5028845.79139,-75.72680,45.39693,2017,2017-09-24,11:18:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
11256,PARKDALE AVE @ HWY 417 PARKDAL IC122R15/HWY 41,365337.70154,5028844.88580,-75.72678,45.39693,2017,2017-04-12,5:26:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11257,PARKDALE AVE @ HWY 417 PARKDAL IC122R15/HWY 41,365338.94961,5028844.42900,-75.72676,45.39692,2017,2017-03-13,6:02:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end
11258,PARKDALE AVE @ KENILWORTH ST,365445.36535,5028594.21281,-75.72543,45.39466,2017,2017-05-23,5:30:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11259,PARKDALE AVE @ KENILWORTH ST,365447.37204,5028595.55060,-75.72541,45.39467,2017,2017-04-25,9:15:00 AM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
11260,PARKDALE AVE @ KENILWORTH ST,365446.64655,5028594.36717,-75.72542,45.39466,2017,2017-08-31,6:59:00 AM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
11261,PARKDALE AVE @ KENILWORTH ST,365444.94933,5028595.92583,-75.72544,45.39468,2017,2017-01-10,5:19:00 PM,03 - Snow,03 - Loose snow,02 - Stop sign,02 - Intersection related,05 - Dusk,03 - P.D. only,02 - Angle
11262,PARKDALE AVE @ RUSKIN ST,365506.69906,5028450.88780,-75.72467,45.39337,2017,2017-06-02,8:17:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
11263,PARKDALE AVE @ RUSKIN ST,365507.93909,5028452.74013,-75.72465,45.39338,2017,2017-12-27,6:36:00 PM,01 - Clear,05 - Packed snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
11264,PARKDALE AVE @ SCOTT ST,364950.03805,5029727.89759,-75.73162,45.40490,2017,2017-05-23,2:54:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other
11265,PARKDALE AVE @ SCOTT ST,364950.03805,5029727.22870,-75.73162,45.40490,2017,2017-04-30,12:51:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
11266,PARKDALE AVE @ SCOTT ST,364948.70026,5029726.55980,-75.73164,45.40489,2017,2017-07-05,8:56:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11267,PARKDALE AVE @ SCOTT ST,364949.70360,5029725.88941,-75.73162,45.40489,2017,2017-06-30,2:03:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle
11268,PARKDALE AVE @ SCOTT ST,364948.42768,5029726.87878,-75.73164,45.40489,2017,2017-08-03,4:02:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
11269,PARKDALE AVE @ SCOTT ST,364950.70694,5029726.55980,-75.73161,45.40489,2017,2017-02-24,9:50:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11270,PARKDALE AVE @ SCOTT ST,364950.03805,5029725.89090,-75.73162,45.40489,2017,2017-03-04,6:39:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end
11271,PARKDALE AVE @ SHERWOOD DR,365379.69966,5028746.88279,-75.72625,45.39604,2017,2017-05-02,4:22:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,01 - Approaching
11272,PARKDALE AVE @ SHERWOOD DR,365380.36855,5028746.21390,-75.72624,45.39603,2017,2017-05-03,7:39:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11273,PARKDALE AVE @ SHERWOOD DR,365381.21250,5028745.54500,-75.72623,45.39603,2017,2017-11-18,10:30:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
